INAME	GENE	CHROMO	HongGuo SK1 mitosis MycMcd1 ChIP +NZ 	HongGuo SK1 mitosis NZ MycMcd1p ChIP
YMR018W		13	  0.69	  0.62
iJx178I		10	  0.80	  1.04
YDR483W	KRE2	4	  0.76	  0.82
iBx332I		2	  1.05	  0.87
YMR287C	MSU1	14	  0.64	  0.58
iPx284I		16	  0.68	
iLx361I		12	  2.57	  2.35
YHR072W	ERG7	8	  0.95	  1.06
YIR030C	DCG1	9	  1.11	  1.17
YDL132W	CDC53	4	  0.59	  0.56
YIL013C	PDR11	9	  1.10	  1.00
iLx427I		12	  0.68	  0.72
YNL161W	CBK1	14	  0.95	  0.93
iPx016I		16	  0.81	  0.85
iEx298I		5	  0.78	  0.77
iGx481I		7	  1.63	  1.52
iAx041I		1	  0.96	  0.97
YGL098W		7	  1.19	  1.14
iKx070I		11	  0.97	  0.88
iGx547I		7	  0.83	  0.66
iAx107I		1	  0.97	  1.07
YHR139C	SPS100	8	  2.01	  2.39
iOx059I		15	  0.94	  0.88
iKx136I		11	  0.90	  0.98
iGx213I		7	  0.67	  0.65
YMR019W	STB4	13	  0.87	  0.99
YOR202W	HIS3	15	  0.69	  0.61
iJx179I		10	  1.40	  1.47
YDR484W	SAC2	4	  1.82	  1.79
iBx333I		2	  0.45	  0.47
YDR150W	NUM1	4	  0.76	  0.82
iPx285I		16	  0.95	  0.92
iLx362I		12	  0.58	  0.53
YHR073W		8	  0.43	  0.43
YIR031C	DAL7	9	  0.90	  0.90
YDL133W		4	  0.43	  0.44
YDR216W	ADR1	4	  0.95	  0.93
iLx428I		12	  0.40	  0.35
YNL162W	RPL42A	14	  0.56	  0.57
YOL120C	RPL18A	15	  0.53	  0.50
iPx017I		16	  0.68	
YNL228W		14	  0.67	  0.60
iEx299I		5	  0.98	  0.92
YDR485C		4	  1.12	  1.23
iGx482I		7	  0.51	  0.60
iAx042I		1	  0.67	  0.57
YDR151C	CTH1	4	  1.33	  1.34
YGL099W		7	  0.78	  0.74
iKx071I		11	  0.64	  0.57
YDL134C	PPH21	4	  1.00	  0.96
iGx548I		7	  0.72	  0.77
iAx108I		1	  1.42	  1.07
YDR217C	RAD9	4	  0.86	  0.88
YNL163C		14	  0.86	  0.76
iKx137I		11	  2.27	  2.50
iGx214I		7	  1.32	  1.38
YMR288W		13	  0.72	  0.70
iMx320I		13	  0.71	  0.68
YNL229C	URE2	14	  0.71	  0.66
YIL014W	MNT3	9	  1.70	  2.24
YOR203W		15	  0.67	
iBx334I		2	  0.76	  0.61
iPx286I		16	  0.74	
iLx363I		12	  1.09	  1.06
YHR074W		8	  0.53	  0.57
YIR032C	DAL3	9	  1.00	  0.84
iLx429I		12	  0.85	  0.84
YOL121C	RPS19A	15	  0.68	  0.59
iPx018I		16	  0.94	  0.93
YDR486C		4	  0.53	  0.51
iGx483I		7	  1.73	  1.63
iAx043I		1	  1.58	  1.48
YHR075C		8	  0.93	  0.65
iKx072I		11	  0.92	  0.95
YDL135C	RDI1	4	  1.51	  1.47
iGx549I		7	  1.23	  1.22
iAx109I		1	  0.91	  0.96
YDR218C	SPR28	4	  0.61	  0.78
YNL164C		14	  0.74	  0.73
iKx138I		11	  0.69	  0.63
iGx215I		7	  1.18	  1.34
YMR289W		13	  1.38	  1.57
iMx321I		13	  1.01	  1.20
YIL015W	BAR1	9	  1.25	  1.09
YOR204W	DED1	15	  0.56	  0.48
iBx335I		2	  0.62	
YDR152W		4	  1.29	  1.15
iBx001I		2	  1.12	  1.18
iPx287I		16	  4.04	  5.30
iLx364I		12	  0.53	  0.52
YER110C	KAP123	5	  0.64	  0.58
iLx030I		12	  0.59	  0.63
YOL122C	SMF1	15	  1.32	  1.51
iPx019I		16	  1.04	  0.95
YOR205C		15	  1.31	  1.27
YDR487C	RIB3	4	  0.55	  0.62
iGx484I		7	  1.36	  1.41
iAx044I		1	  1.18	  1.21
YDR153C		4	  0.96	  0.96
iKx073I		11	  0.71	  0.74
iGx150I		7	  0.60	  0.66
YDR219C		4	  1.05	  1.06
iKx139I		11	  0.44	
iGx216I		7	  0.85	  0.77
iMx322I		13	  1.09	  1.06
YIR033W	MGA2	9	  1.19	  0.97
YIL016W	SNL1	9	  0.74	  0.69
iBx270I		2	  1.30	  1.45
YDL070W	BDF2	4	  0.83	  0.80
iBx336I		2	  0.73	  0.64
iBx002I		2	  1.54	  1.70
iPx288I		16	  2.40	  2.69
YHR076W		8	  0.43	  0.47
iLx365I		12	  1.03	  1.20
YIR034C	LYS1	9	  1.43	  1.67
YER111C	SWI4	5	  0.55	  0.61
YDL136W	RPL35B	4	  1.30	  1.39
iLx031I		12	  1.74	  2.26
YNL165W		14	  0.90	  0.90
YKL200C		11	  1.60	  1.25
YDR488C	PAC11	4	  0.56	  0.49
YDL071C		4	  0.76	  0.68
iGx485I		7	  1.22	  1.24
iAx045I		1	  0.64	  0.53
YHR077C	NMD2	8	  0.42	  0.43
YDR154C		4	  0.78	  0.79
iKx074I		11	  0.89	  0.86
iGx151I		7	  0.69	  0.63
YNL166C	BNI5	14	  0.64	  0.59
iGx217I		7	  0.74	  0.69
iMx323I		13	  0.82	  0.83
YIL017W		9	  2.70	  3.41
YOR140W	SFL1	15	  1.30	  1.32
YOL123W	HRP1	15	  1.37	  1.51
iBx271I		2	  0.82	  0.94
YOR206W		15	  1.27	  1.23
iBx337I		2	  0.61	  0.54
iBx003I		2	  1.36	  1.36
iPx289I				  2.94
iLx366I		12	  0.61	  0.51
iDx520I		4	  0.47	  0.48
YIR035C		9	  1.21	  1.06
YDL137W	ARF2	4	  0.46	  0.42
iLx032I		12	  0.89	  0.86
YOR141C	ARP8	15	  1.08	  0.95
YKL201C	MNN4	11	  0.98	  1.14
YOL124C		15	  0.88	  0.92
YOR207C	RET1	15	  1.06	  1.05
YDL072C		4	  0.57	  0.47
iGx486I		7	  0.87	  0.87
iAx046I		1	  2.93	  2.77
YDR155C	CPH1	4	  0.55	  0.51
iKx075I		11	  0.87	  0.87
iGx152I		7	  0.64	
YNL167C	SKO1	14	  0.64	  0.66
iGx218I		7	  0.93	  0.95
YER112W	LSM4	5	  0.67	  0.58
iMx324I				  0.73
YIL018W	RPL2B	9	  1.06	  0.99
iBx272I		2	  0.67	  0.71
YDR489W		4	  0.68	  0.70
iBx338I		2	  1.43	  1.20
iLx367I		12	  0.90	
YHR078W		8	  0.57	  0.62
iBx004I		2	  1.31	  1.22
iDx521I		4	  1.11	  1.02
YIR036C		9	  0.71	  0.59
YER113C		5	  0.66	  0.70
YDL138W	RGT2	4	  0.74	  0.78
iLx033I		12	  0.97	  0.80
iHx110I		8	  0.67	  0.83
YDR090C		4	  1.28	  1.24
iGx487I		7	  0.76	
iAx047I		1	  1.17	  1.38
YHR079C	IRE1	8	  0.60	  0.58
iKx076I		11	  0.63	  0.55
iGx153I		7	  0.50	  0.55
YDL139C		4	  0.46	  0.43
YNL168C		14	  0.85	  0.80
iGx219I		7	  1.53	  1.65
YEL030W	ECM10	5	  1.21	  1.09
YIL019W		9	  0.70	  0.70
YOR142W	LSC1	15	  0.54	  0.44
YKL202W		11	  0.98	  1.11
YOL125W		15	  1.06	  0.99
iBx273I		2	  0.99	  0.84
iDx790I		4	  0.70	  0.62
YOR208W	PTP2	15	  1.11	  0.96
YDL073W		4	  0.77	  0.96
iBx339I		2	  0.62	  0.59
iBx005I		2	  1.85	  1.92
iLx368I		12	  0.64	  0.70
YDR156W	RPA14	4	  0.99	  0.95
iDx522I		4	  1.14	  1.15
YER114C	BOI2	5	  0.52	  0.51
YOL060C	AMI3	15	  1.59	  1.46
iLx034I		12	  0.84	  0.83
iHx111I		8	  0.54	  0.51
YOR143C	THI80	15	  0.82	  0.89
YKL203C	TOR2	11	  3.52	  3.00
YOL126C	MDH2	15	  1.85	  1.86
YOR209C	NPT1	15	  1.20	  1.24
YDR091C	RLI1	4	  0.60	  0.45
YDL074C		4	  0.73	  0.70
iGx488I		7	  0.65	  0.60
iAx048I		1	  1.14	  1.09
YPR100W		16	  0.97	  0.97
YJL180C	ATP12	10	  1.24	  1.25
iKx077I		11	  0.58	  0.56
iGx154I		7	  0.53	  0.59
iMx260I		13	  0.98	
YNL169C	PSD1	14	  2.14	  2.30
YEL031W	SPF1	5	  1.10	  1.06
YIR037W				  2.76
iMx326I		13	  1.77	  1.80
iBx274I		2	  1.24	  1.42
iDx791I		4	  0.95	  0.93
iLx369I		12	  1.21	  1.33
YDR157W		4	  0.93	
iBx006I		2	  1.02	
iDx523I		4	  0.91	  0.95
YIR038C	GTT1	9	  0.90	
YER115C	SPR6	5	  0.46	  0.47
iLx035I		12	  0.98	  0.91
iHx112I		8	  0.72	  0.63
YOR144C	EFD1	15	  0.70	  0.63
iGx489I		7	  0.73	  0.71
iAx049I		1	  1.01	  0.90
YPR101W	SNT309	16	  1.26	  1.16
iKx078I		11	  1.10	  1.21
iGx155I		7	  0.55	  0.61
iMx261I		13	  0.58	
YEL032W	MCM3	5	  0.73	  0.79
iMx327I		13	  0.79	  0.69
YOL061W	PRS5	15	  1.01	  1.33
iOx510I		15	  0.92	  0.87
YKL204W		11	  2.06	  2.34
YPR102C	RPL11A	16	  0.67	  0.62
YOL127W	RPL25	15	  1.01	  0.91
iBx275I		2	  1.32	  1.52
iDx792I		4	  1.24	  1.32
YDR092W	UBC13	4	  0.54	
YER050C		5	  1.34	  1.14
YDL075W	RPL31A	4	  0.92	  0.89
YDR158W	HOM2	4	  1.48	  1.50
iDx524I		4	  0.89	  0.84
YJL181W		10	  1.17	  1.11
YIR039C	YPS6	9	  1.29	  1.22
YER116C		5	  0.51	  0.48
YOL062C	APM4	15	  0.49	  0.48
iLx036I		12	  0.80	  0.84
iHx113I		8	  1.54	  1.51
YOR145C		15	  0.54	  0.52
YOL128C		15	  0.92	  0.82
iGx090I		7	  0.51	
YDL076C		4	  0.47	  0.43
YJL182C		10	  0.76	  0.71
iGx156I		7	  0.82	  0.71
iKx079I		11	  1.31	  1.22
iMx262I		13	  1.25	  1.26
YEL033W		5	  2.09	  2.30
iMx328I		13	  0.63	  0.66
YPL020C	ULP1	16	  1.07	  1.13
iOx511I		15	  1.10	  0.97
YAL065C-A				  1.82
YKL205W	LOS1	11	  0.64	  0.68
iBx276I		2	  0.67	  0.68
iDx793I		4	  1.51	  1.54
YDR093W		4	  0.91	  0.76
YDR159W	SAC3	4	  0.57	  0.61
iBx008I		2	  1.49	  1.54
iDx525I		4	  0.79	  0.83
YOL063C		15	  1.04	  0.92
iLx037I		12	  0.71	  0.50
iHx114I		8	  1.66	  1.81
iNx220I		14	  0.61	
YKL206C		11	  0.52	  0.53
YDL077C	VAM6	4	  0.90	  0.97
iGx091I		7	  0.61	  0.64
YPR103W	PRE2	16	  1.09	  1.07
iGx157I		7	  1.63	  1.84
YER051W		5	  2.08	  2.20
iMx263I		13	  0.80	  0.75
YEL034W	HYP2	5	  0.56	  0.55
YOR080W		15	  1.20	  1.15
iMx329I		13	  0.82	  0.74
YKL140W	TGL1	11	  0.87	  0.77
YER117W	RPL23B	5	  0.85	  0.67
iOx512I		15	  1.12	  1.17
YOR146W		15	  0.57	  0.46
YPR104C	FHL1	16	  0.95	  0.96
YOL129W		15	  0.76	  0.81
iBx277I		2	  1.88	  2.02
iDx794I		4	  0.64	  0.50
YDR094W		4	  0.72	  0.72
iDx460I		4	  0.83	  0.81
YER052C	HOM3	5	  1.61	  1.67
YEL035C	UTR5	5	  1.28	  1.25
YOR081C		15	  1.33	  1.32
iBx009I		2	  0.96	  1.09
iDx526I		4	  1.56	  1.52
YJL183W	MNN11	10	  0.70	  0.70
YER118C	SSU81	5	  1.65	  1.73
YOL064C	MET22	15	  0.73	  0.71
iLx038I		12	  0.52	  0.50
iHx115I		8	  0.85	
iNx221I		14	  0.44	  0.37
YDR095C		4	  0.97	
YPL021W	ECM23	16	  1.24	  1.31
iGx092I		7	  0.48	  0.51
YDL078C	MDH3	4	  0.78	  0.77
iGx158I		7	  0.87	  0.66
iMx264I		13	  0.84	  0.80
YKL141W	SDH3	11	  0.48	  0.48
iOx513I		15	  0.76	  0.72
YOR147W		15	  0.94	  0.89
YPR105C		16	  0.65	  0.55
YKL207W		11	  0.63	  0.66
iBx278I		2	  0.84	  0.88
iDx795I		4	  1.18	  1.40
iDx461I		4	  0.53	  0.64
YER053C		5	  0.71	  0.71
iHx050I		8	  2.45	  2.94
YEL036C	ANP1	5	  0.71	  0.69
YOR082C		15	  0.73	  0.68
iDx527I		4	  0.77	  0.75
YJL184W		10	  0.65	  0.62
YER119C		5	  0.56	  0.56
YOL065C	INP54	15	  0.57	  0.62
iLx039I		12	  0.85	  0.74
iHx116I		8	  0.77	  0.83
YOR148C	SPP2	15	  1.91	  1.62
YER093C-A		5	  0.51	  0.57
YFR010W	UBP6	6	  2.93	  3.31
iNx222I				  0.73
YLR450W	HMG2	12	  0.78	  0.78
iGx093I		7	  0.95	  0.97
YDL079C	MRK1	4	  0.85	  0.86
YPL022W	RAD1	16	  0.93	  0.92
iCx170I		3	  1.03	  1.06
YJL185C		10	  0.68	  0.75
iGx159I		7	  1.41	  1.79
iMx265I		13	  1.22	  1.54
YFR011C		6	  2.79	  3.37
YKL142W	MRP8	11	  0.87	  0.82
YPL023C	MET12	16	  1.12	  0.85
iOx514I		15	  0.57	  0.58
YKL208W	CBT1	11	  0.62	  0.66
iBx279I		2	  0.58	  0.59
iDx796I		4	  1.24	  1.28
YDR096W	GIS1	4	  1.58	  1.94
iDx462I		4	  0.72	  0.77
YER054C	GIP2	5	  1.01	  0.95
YEL037C	RAD23	5	  0.67	  0.72
iHx051I		8	  2.33	  2.55
iDx528I		4	  0.85	  0.74
YOL066C	RIB2	15	  0.64	  0.63
YOR149C	SMP3	15	  0.91	  1.03
iJx300I		10	  1.49	  1.69
iNx223I		14	  1.16	  0.92
YKL209C	STE6	11	  1.14	  1.24
YLR451W	LEU3	12	  1.47	  1.50
YDR097C	MSH6	4	  1.47	  1.39
YPR040W		16	  0.53	  0.53
iGx094I		7	  2.64	  2.33
iCx171I		3	  0.94	  1.06
YPR106W	ISR1	16	  0.58	  0.52
iMx266I		13	  0.86	  0.73
YLR452C	SST2	12	  1.59	  1.51
YOR083W				  0.94
YKL143W	LTV1	11	  0.58	  0.52
YGL220W		7	  0.58	  0.60
iOx515I		15	  0.54	  0.55
YPR107C	YTH1	16	  0.59	  0.52
iDx463I		4	  0.78	  0.79
YER055C	HIS1	5	  0.77	  0.77
iHx052I		8	  1.86	  1.82
iDx529I		4	  0.57	  0.48
YJL186W	MNN5	10	  0.70	  0.81
YKL144C	RPC25	11	  0.99	  0.83
YGL221C	NIF3	7	  0.52	  0.49
YOL067C	RTG1	15	  0.65	  0.57
iHx118I		8	  0.59	  0.56
YFR012W		6	  1.88	  2.07
iNx224I		14	  1.44	  1.52
iJx301I		10	  0.60	  0.61
YDR098C	GRX3	4	  0.76	  0.89
YPR041W	TIF5	16	  1.00	  0.97
iGx095I		7	  0.58	
YPL024W	NCE4	16	  1.10	  0.93
iCx172I		3	  1.00	  1.01
YJL187C	SWE1	10	  1.12	  1.13
iMx267I		13	  0.63	  0.55
YEL038W	UTR4	5	  0.84	  0.79
YLR453C	RIF2	12	  0.64	  0.53
iOx450I		15	  0.99	  1.06
iIx010I		9	  0.77	  0.79
YOR084W		15	  0.84	  0.87
YPR042C		16	  1.25	
YPL025C		16	  0.46	  0.39
iOx516I		15	  0.62	  0.73
iDx798I		4	  0.93	
iDx464I		4	  1.01	  0.98
YER056C	FCY2	5	  0.78	  0.84
iHx053I		8	  1.44	  1.52
YEL039C	CYC7	5	  0.72	  0.72
iDx130I		4	  0.66	  0.63
YGL222C		7	  0.65	
YOL068C	HST1	15	  0.73	  0.72
iHx119I		8	  1.15	  1.07
YFR013W		6	  3.03	  3.80
iNx225I		14	  2.38	  2.84
iJx302I		10	  0.44	  0.38
iGx096I		7	  0.98	  1.08
iCx173I		3	  0.71	  0.99
YPR108W	RPN7	16	  0.65	  0.68
YJL188C		10	  0.90	  0.74
iMx268I		13	  0.58	
YFR014C	CMK1	6	  2.90	  2.89
iOx451I		15	  1.55	  1.50
iIx011I		9	  1.15	  1.18
YOR085W	OST3	15	  1.70	  1.75
YLR120C	YPS1	12	  0.95	  0.90
YKL145W	RPT1	11	  0.82	  0.74
YPL026C	SKS1	16	  0.98	  0.98
iOx517I		15	  0.44	  0.35
iDx799I		4	  0.55	  0.56
YDR099W	BMH2	4	  0.81	  0.76
iDx465I		4	  0.67	  0.53
YER057C	HIG1	5	  0.66	  0.61
iHx054I		8	  1.30	  1.29
iDx131I		4	  0.61	  0.57
YGR240C	PFK1	7	  0.55	  0.60
YOR086C		15	  1.34	  1.37
iNx160I		14	  0.50	  0.51
YGL223C		7	  0.92	  0.90
iNx226I		14	  1.28	  1.27
iJx303I		10	  0.55	  0.60
YLR454W		12	  0.78	  0.90
YPR043W	RPL43A	16	  0.72	  0.64
iGx097I		7	  1.03	  1.11
iCx174I		3	  0.53	  0.64
YPR109W		16	  1.04	  0.88
YAL051W	YAF1	1	  1.08	  1.39
iMx269I		13	  0.63	  0.52
YKL080W	VMA5	11	  0.77	
YFR015C	GSY1	6	  2.20	  2.09
iOx452I		15	  0.92	  0.88
iIx012I		9	  1.19	  1.20
YLR121C	YPS3	12	  0.75	  0.67
YPR044C		16	  1.19	
YKL146W		11	  0.68	  0.64
YOL069W	NUF2	15	  1.20	  1.39
iOx518I		15	  1.16	  1.30
iDx466I		4	  0.63	  0.68
iHx055I		8	  5.41	  6.76
iDx132I		4	  1.12	  0.97
YGR241C	YAP1802	7	  0.99	  0.85
YJL189W	RPL39	10	  0.81	
iNx161I		14	  0.46	  0.47
YKL147C		11	  0.57	  0.53
YGL224C		7	  2.93	
iNx227I		14	  1.70	  1.53
iJx304I		10	  0.88	  0.81
YLR455W		12	  0.93	  0.92
iPx410I		16	  1.03	  1.10
iGx098I		7	  0.38	
YPL027W		16	  2.23	  2.12
iCx175I		3	  0.93	  0.90
YBL010C		2	  1.57	  1.44
YER058W	PET117	5	  0.56	  0.67
YKL081W	TEF4	11	  0.61	  0.56
YFR016C		6	  0.98	  0.97
iOx453I		15	  0.70	  0.74
iIx013I		9	  1.05	  1.04
YOR087W		15	  1.07	  1.05
YLR122C		12	  0.93	  0.78
YPR045C		16	  0.92	  0.92
iOx519I		15	  0.66	  0.66
YAR070C		1	  1.20	  1.30
iDx467I		4	  0.59	  0.67
YKL082C		11	  0.94	  1.07
iHx056I		8	  1.67	  2.04
iDx133I		4	  0.86	  0.63
iNx162I				  2.32
YLR390W	ECM19	12	  0.48	
YKL148C	SDH1	11	  0.99	  0.92
iNx228I		14	  0.94	  0.92
iJx305I		10	  1.05	  1.05
YLR456W		12	  0.84	  0.82
iPx411I		16	  1.14	  1.14
YPL028W	ERG10	16	  1.28	  1.03
iCx176I		3	  1.84	  1.86
YAL053W		1	  0.92	  0.90
YHR049C-A		8	  0.69	  0.58
YER059W	PCL6	5	  1.02	  1.10
YFR017C		6	  0.70	  0.64
YLR457C	NBP1	12	  1.00	  0.97
YLL040C	VPS13	12	  1.08	
iOx454I		15	  0.94	  1.02
iIx014I		9	  0.83	  0.80
YGR242W		7	  0.53	  0.52
YOR088W		15	  1.00	  1.01
YLR123C		12	  0.69	  0.62
YGL225W	GOG5	7	  0.89	  0.88
iOx120I		15	  0.70	  0.60
YAL054C	ACS1	1	  0.90	  0.88
iDx468I		4	  0.63	  0.58
iHx057I		8	  2.17	  2.38
iDx134I		4	  0.94	  0.90
YOR089C	VPS21	15	  0.83	  0.83
iNx163I		14	  0.55	  0.64
iJx240I		10	 10.83	 13.29
YLR391W		12	  0.96	  0.93
YKL149C	DBR1	11	  1.09	  0.89
YBL011W	SCT1	2	  1.92	
iJx306I		10	  0.47	  0.46
iNx229I		14	  1.23	  1.41
YHR200W	RPN10	8	  1.43	  1.76
iPx412I		16	  1.10	  1.25
YPR046W	MCM16	16	  0.54	  0.49
YPL029W	SUV3	16	  0.93	  0.80
iCx177I		3	  1.25	  1.25
YAR071W	PHO11	1	  0.82	  0.82
YLR392C		12	  1.18	  1.06
YBL012C		2	  0.87	  0.75
YGL160W		7	  0.71	
YKL083W		11	  0.84	  0.86
YFR018C		6	  0.80	  0.63
YLL041C	SDH2	12	  1.71	  1.54
iOx455I		15	  0.97	
iIx015I		9	  0.63	  0.59
YGR243W		7	  0.76	  0.72
YHR201C	PPX1	8	  1.09	  1.22
YGL226W		7	  0.88	  0.89
iOx121I		15	  1.20	  0.99
iDx469I		4	  0.57	
YGL161C		7	  0.63	  0.62
iHx058I		8	  3.71	  4.92
iDx135I		4	  0.56	  0.51
YGR244C	LSC2	7	  0.67	  0.84
iNx164I		14	  0.50	  0.41
iJx241I		10	  3.66	  4.60
iJx307I		10	  0.47	  0.50
YLR458W		12	  0.75	  0.71
iPx413I		16	  0.55	  0.52
YLR124W		12	  0.66	  0.68
YPR047W	MSF1	16	  0.59	  0.56
iCx178I		3	  0.59	  0.64
YAL055W		1	  1.16	  1.06
iOx390I		15	  0.58	  0.58
YKL084W		11	  1.35	  1.31
YLL042C	APG10	12	  1.67	  2.10
iOx456I		15	  1.03	  1.13
iIx016I		9	  0.78	  0.70
iGx610I		7	  1.18	  1.25
YGL227W	TIN1	7	  0.83	  0.79
iOx122I		15	  1.38	  1.36
iDx070I		4	  0.55	
iHx059I		8	  1.56	  1.97
iDx136I		4	  0.44	
YGR245C		7	  0.63	  0.62
YBR030W		2	  0.81	  0.74
iNx165I		14	  0.54	  0.84
iJx242I		10	  1.67	  2.04
YLR393W	ATP10	12	  0.87	  0.75
YBL013W		2	  0.90	  0.79
iJx308I		10	  0.96	  1.09
YFR019W	FAB1	6	  1.09	  1.20
YLR459W	CDC91	12	  1.01	  0.91
YHR202W		8	  0.60	  0.57
iPx414I		16	  1.95	  2.02
YLR125W		12	  0.87	  0.84
YPR048W	TAH18	16	  1.00	  1.18
iCx179I		3	  0.60	  0.61
YAR073W		1	  1.74	  1.90
YAL056W		1	  0.76	  0.84
YBL014C	RRN6	2	  1.07	  1.12
iOx391I		15	  0.58	  0.55
YGL162W	SUT1	7	  0.72	  0.78
YKL085W	MDH1	11	  0.68	  0.65
iOx457I		15	  0.77	  0.80
iIx017I		9	  0.58	  0.59
iGx611I		7	  0.85	  0.93
YHR203C	RPS4B	8	  0.76	  0.69
YGL228W	SHE10	7	  0.45	  0.49
YLR126C		12	  1.09	  1.15
YPR049C		16	  1.08	  1.15
iOx123I		15	  0.86	
iKx200I		11	  0.54	  0.44
YAR074C		1	  1.69	  1.77
iDx071I		4	  0.86	  1.01
YGR180C	RNR4	7	  0.68	  1.01
YGL163C	RAD54	7	  1.06	  0.96
iDx137I		4	  1.95	  1.84
YGR246C	BRF1	7	  0.57	  0.55
YBR031W	RPL4A	2	  2.05	
iNx166I		14	  1.84	  1.75
iJx243I		10	  2.38	  2.66
YLR394W		12	  2.05	  2.22
YGL229C	SAP4	7	  0.91	  0.88
YLR060W	FRS1	12	  0.58	  0.55
iJx309I		10	  0.85	  0.68
YLL043W	FPS1	12	  1.18	  1.27
iPx415I		16	  0.68	  0.52
YLR395C	COX8	12	  1.38	
iOx392I		15	  0.43	  0.49
YKL086W		11	  0.85	  0.99
iOx458I		15	  0.98	  0.77
iIx018I		9	  0.83	  0.78
iGx612I		7	  1.37	  1.30
YLR127C	APC2	12	  0.64	  0.58
iOx124I		15	  0.69	  0.81
iKx201I		11	  0.52	  0.40
YML001W	YPT7	13	 12.41	 12.37
iDx072I		4	  0.57	  0.64
YKL087C	CYT2	11	  0.87	  0.85
YGL164C		7	  0.90	  1.09
iDx138I		4	  1.03	  1.09
YBR032W		2	  1.11	  1.17
iNx167I		14	  1.04	  0.97
iJx244I		10	  1.29	  1.36
YBL015W	ACH1	2	  1.23	  1.34
iPx350I				  0.51
YLR061W	RPL22A	12	  0.55	  0.50
YLL044W		12	  1.50	
iPx416I		16	  0.88	  0.80
YHR204W		8	  0.74	  0.65
YAR075W		1	  2.00	  1.94
YLR396C	VPS33	12	  1.07	  1.11
YAL058W	CNE1	1	  0.58	  0.58
iOx393I		15	  0.62	  0.63
YGR181W	TIM13	7	  1.17	  1.10
YLR062C		12	  0.99	  0.73
YLL045C	RPL8B	12	  0.55	  0.57
iOx459I		15	  0.61	
iIx019I		9	  0.84	  0.88
iGx613I		7	  1.56	  1.46
YGR247W		7	  0.65	  0.51
iOx125I		15	  1.20	  1.23
iKx202I		11	  1.55	  1.41
YML002W		13	  8.52	  7.80
iDx073I		4	  0.65	  0.51
YGR182C		7	  1.04	  0.87
YGL165C		7	  0.54	  0.52
iDx139I		4	  0.76	  0.79
YBR033W		2	  1.29	  1.59
iNx168I		14	  0.96	  1.08
iJx245I		10	  6.01	  6.14
YBL016W	FUS3	2	  0.75	  0.61
iPx351I		16	  1.12	  1.22
iPx417I		16	  0.59	  0.53
YLR128W		12	  0.43	  0.41
YHR205W	SCH9	8	  0.67	  0.74
YAL059W	ECM1	1	  0.67	  0.62
YBR034C	HMT1	2	  1.26	  1.15
YLR397C	AFG2	12	  0.67	  0.69
iOx394I		15	  0.61	  0.58
YBL017C	PEP1	2	  1.30	  1.90
iEx031I		5	  0.69	  0.57
YKL088W		11	  0.77	  0.77
YDL200C	MGT1	4	  0.98	  0.90
iOx060I		15	  0.99	  0.87
YLL046C	RNP1	12	  1.29	  1.85
YGR248W	SOL4	7	  0.46	  0.43
iOx126I		15	  1.07	  1.21
iKx203I		11	  0.81	  0.76
YMR020W	FMS1	13	  1.22	  1.31
YML003W		13	  3.52	  3.97
iDx074I		4	  0.67	  0.56
YGR183C	QCR9	7	  0.93	  0.92
iJx180I		10	  1.11	  1.21
iNx169I		14	  0.59	  0.55
iJx246I		10	  3.22	  4.29
iBx400I		2	  0.70	  0.61
YHR140W		8	  0.77	  0.76
iPx352I		16	  0.49	  0.52
YLR063W		12	  0.79	  0.81
YMR021C	MAC1	13	  1.05	  1.19
YML004C	GLO1	13	  5.63	  6.41
iPx418I		16	  0.81	  0.68
YLR129W	DIP2	12	  0.98	  0.91
YHR206W	SKN7	8	  0.85	  0.93
YLR398C	SKI2	12	  1.15	  1.06
YBR035C	PDX3	2	  0.54	  0.64
iEx032I				  0.45
iOx395I		15	  0.82	  0.79
YBL018C	POP8	2	  2.05	  1.47
YHR141C	RPL42B	8	  0.74	  0.74
YKL089W	MIF2	11	  0.64	  0.71
YGL166W	CUP2	7	  0.43	
iOx061I		15	  0.83	  0.65
YGR249W	MGA1	7	  0.70	  0.54
YHR207C		8	  0.82	  0.98
YNL230C	ELA1	14	  0.57	  0.55
iOx127I		15	  0.75	  0.77
iKx204I		11	  0.59	  0.52
iDx075I		4	  0.51	  0.52
YGR184C	UBR1	7	  0.76	  0.90
iJx181I		10	  0.92	  1.03
YGL167C	PMR1	7	  1.02	  0.97
YMR290C	HAS1	13	  1.01	  0.96
iJx247I		10	  1.91	  1.79
iBx401I		2	  1.20	  1.19
iPx353I		16	  1.00	  0.70
iLx430I		12	  0.65	  0.65
YLR064W		12	  1.36	  1.40
YDL201W		4	  0.73	  0.70
YLL047W		12	  0.68	  0.65
iPx419I		16	  0.58	  0.40
YLR399C	BDF1	12	  0.81	  0.81
YBR036C	CSG2	2	  1.05	  0.98
iAx110I		1	  1.27	  1.39
iOx396I		15	  0.65	  0.67
iGx550I		7	  1.17	  1.18
iEx033I		5	  0.50	  0.46
YLR065C		12	  1.63	  1.65
iOx062I		15	  1.02	  1.18
YLL048C	YBT1	12	  0.69	  0.62
YNL231C	PDR16	14	  1.23	  1.29
iOx128I		15	  1.08	  0.97
iKx205I		11	  0.61	
YMR022W	QRI8	13	  1.20	  1.33
YML005W		13	  4.66	  5.24
iDx076I		4	  0.58	  0.61
